1  2  3  4  5
1  6 11 16 24
1  7 13 19 23
1  8 15 17 21
1  9 12 20 24
1 10 14 18 22
1 21 22 23 24
2  6 15 19 22
2  7 12 17 24
2  8 14 20 23
2  9 11 18 21
2 10 13 16 24
3  4  8 18 24
3  6 13 14 17
3  7 11 20 22
3  9 15 16 23
3 10 12 19 21
4  6 13 20 21
4  7 13 15 18
4  8 12 16 22
4  9 14 19 24
4 10 11 17 23
5  6 12 18 23
5  7 14 16 21
5  8 11 13 19
5  9 13 17 22
5 10 15 20 24
6  7  8  9 10
11 12 13 14 15
16 17 18 19 20
